Attrition,Age,TravelProfile,HomeToWork,Gender,HourlnWeek,Involvement,WorkLifeBalance,JobSatisfaction,ESOPs,NumCompaniesWorked,OverTime,SalaryHikelastYear,WorkExperience,LastPromotion,CurrentProfile,MaritalStatus,MonthlyIncome,Department_Marketing,Department_Sales,EducationField_Engineer,EducationField_MBA,EducationField_Marketing Diploma,EducationField_Other,EducationField_Statistics,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
0.0,58.5,1,4.0,1,78.0,3.0,5.0,5.0,0.0,4.0,1.0,27.0,28.5,2.0,6.0,1,30799.5,False,False,False,False,False,False,False,False,False,False,True
0.0,36.0,1,7.0,0,47.0,3.0,3.0,2.0,1.0,0.0,0.0,16.0,16.0,6.0,11.0,2,18210.0,False,False,False,False,False,False,True,True,False,False,False
0.0,34.0,1,9.0,0,42.0,3.0,2.0,1.0,0.0,1.0,0.0,17.0,10.0,6.0,8.0,1,17691.0,False,False,False,False,False,False,True,True,False,False,False
0.0,53.0,2,3.0,1,38.0,4.0,2.0,4.0,0.0,2.0,0.0,17.0,28.5,6.0,12.0,2,22525.0,False,True,False,False,True,False,False,False,False,True,False
1.0,32.0,1,3.0,0,65.0,3.0,4.0,4.0,1.0,1.0,0.0,17.0,1.0,0.0,0.0,0,16393.0,False,False,False,False,False,False,True,True,False,False,False
0.0,33.0,0,23.0,0,65.0,3.0,2.0,4.0,1.0,0.0,0.0,18.0,9.0,0.0,7.0,1,21146.0,False,True,False,False,True,False,False,False,True,False,False
0.0,25.0,1,20.0,0,67.0,3.0,2.0,2.0,0.0,3.0,0.0,16.0,7.0,1.0,2.0,2,18669.0,False,False,False,False,False,False,False,True,False,False,False
0.0,56.0,2,7.0,1,56.0,2.0,5.0,5.0,0.0,9.0,0.0,16.0,28.5,6.0,7.0,2,28212.0,False,True,False,False,False,False,True,False,False,False,False
1.0,36.0,1,13.0,0,57.0,4.0,5.0,5.0,1.0,10.0,0.0,23.0,16.0,6.0,1.0,1,26306.0,False,True,False,False,False,False,False,False,False,True,False
1.0,57.0,1,27.0,0,69.0,3.0,2.0,1.0,0.0,2.0,0.0,22.0,6.0,2.0,1.0,0,18587.0,False,False,False,False,False,False,True,True,False,False,False
1.0,23.0,1,9.0,0,63.0,4.0,3.0,3.0,1.0,1.0,1.0,16.0,5.0,1.0,3.0,0,18989.0,False,False,False,False,False,False,False,True,False,False,False
1.0,20.0,2,7.0,1,66.0,4.0,4.0,2.0,1.0,1.0,1.0,23.0,1.0,1.0,0.0,0,17926.0,False,False,False,False,False,False,True,True,False,False,False
0.0,30.0,2,9.0,0,66.0,5.0,4.0,3.0,0.0,1.0,0.0,30.0,10.0,0.0,9.0,1,17613.0,False,False,False,False,False,False,True,True,False,False,False
1.0,44.0,1,11.0,0,66.0,3.0,5.0,3.0,1.0,1.0,1.0,16.0,6.0,0.0,2.0,0,17936.0,False,False,False,False,False,False,True,True,False,False,False
0.0,51.0,1,3.0,1,70.0,3.0,2.0,2.0,0.0,4.0,0.0,17.0,28.5,1.0,7.0,1,30799.5,False,True,False,False,False,False,False,False,False,False,True
1.0,56.0,1,5.0,0,80.0,3.0,4.0,5.0,1.0,6.0,1.0,19.0,25.0,2.0,5.0,2,30799.5,False,False,False,False,False,False,False,False,False,False,True
0.0,41.0,1,15.0,0,59.0,3.0,4.0,3.0,0.0,4.0,0.0,17.0,13.0,1.0,8.0,1,17451.0,False,False,False,False,False,False,True,True,False,False,False
1.0,47.0,1,13.0,1,66.0,3.0,1.0,4.0,1.0,6.0,0.0,20.0,15.0,1.0,8.0,1,23314.0,False,True,False,False,False,False,True,False,False,True,False
0.0,42.0,2,12.0,0,66.0,3.0,2.0,3.0,0.0,3.0,0.0,23.0,22.0,1.0,12.0,1,30799.5,False,False,False,False,False,False,False,False,False,False,True
0.0,49.0,1,1.0,1,60.0,4.0,3.0,3.0,0.0,7.0,1.0,17.0,25.0,0.0,7.0,0,28964.0,False,False,True,False,False,False,False,False,False,False,False
0.0,41.0,1,3.0,0,70.0,3.0,2.0,5.0,0.0,3.0,0.0,17.0,23.0,6.0,14.5,1,30799.5,False,False,False,False,False,False,True,False,False,False,False
0.0,35.0,1,23.0,1,71.0,2.0,5.0,4.0,0.0,7.0,0.0,23.0,10.0,6.0,2.0,1,26996.0,False,False,False,False,False,False,True,False,False,True,False
0.0,38.0,1,13.0,0,51.0,3.0,2.0,4.0,0.0,3.0,1.0,18.0,19.0,1.0,2.0,0,20197.0,False,False,False,False,False,False,True,False,True,False,False
0.0,21.0,1,5.0,1,33.0,3.0,5.0,3.0,1.0,2.0,0.0,25.0,3.0,3.0,3.0,0,18783.0,False,True,False,False,False,False,False,True,False,False,False
0.0,49.0,1,21.0,1,66.0,3.0,1.0,5.0,1.0,1.0,0.0,19.0,16.0,5.0,11.0,1,21567.0,False,False,False,False,False,False,False,False,True,False,False
1.0,24.0,2,8.0,1,55.0,3.0,4.0,3.0,1.0,1.0,1.0,21.0,6.0,1.0,2.0,2,17886.0,False,False,False,False,False,False,True,True,False,False,False
0.0,51.0,1,3.0,1,70.0,3.0,5.0,1.0,0.0,4.0,0.0,17.0,28.5,1.0,7.0,1,30799.5,False,True,False,False,False,False,False,False,False,False,True
0.0,30.0,1,13.0,0,44.0,4.0,2.0,3.0,1.0,10.0,0.0,17.0,9.0,2.0,5.0,0,21869.0,False,True,False,False,False,False,False,False,True,False,False
0.0,29.0,1,6.0,1,80.0,3.0,4.0,4.0,0.0,2.0,0.0,25.0,2.0,1.0,3.0,1,18856.0,False,True,False,False,False,False,False,True,False,False,False
0.0,45.0,0,8.0,0,62.0,4.0,2.0,3.0,0.0,4.0,0.0,20.0,8.0,1.0,4.0,0,19162.0,False,False,False,False,False,False,True,True,False,False,False
0.0,33.0,2,6.0,1,74.0,3.0,1.0,4.0,0.0,6.0,0.0,16.0,12.0,6.0,8.0,2,26878.0,False,False,False,False,False,False,True,False,False,True,False
0.0,54.0,1,10.0,1,67.0,3.0,2.0,3.0,1.0,3.0,0.0,16.0,9.0,2.0,3.0,1,17897.0,False,False,False,False,False,False,True,False,True,False,False
0.0,37.0,1,22.0,0,65.0,2.0,3.0,5.0,0.0,1.0,1.0,17.0,8.0,1.0,7.0,2,20160.0,False,False,False,False,False,False,True,True,False,False,False
0.0,47.0,0,3.0,0,57.0,3.0,2.0,4.0,1.0,7.0,0.0,16.0,4.0,0.0,0.0,1,19978.0,False,True,False,False,True,False,False,False,True,False,False
0.0,37.0,1,20.0,0,55.0,3.0,5.0,3.0,0.0,3.0,0.0,22.0,9.0,1.0,2.0,1,20768.0,False,False,False,False,False,False,True,False,True,False,False
0.0,55.0,0,3.0,0,40.0,4.0,1.0,5.0,1.0,7.0,0.0,20.0,28.5,6.0,2.0,0,30799.5,False,False,False,False,False,False,False,False,False,False,False
0.0,44.0,1,18.0,0,67.0,4.0,1.0,3.0,0.0,2.0,0.0,30.0,15.0,6.0,12.0,1,30799.5,False,False,False,False,False,False,True,False,False,False,False
0.0,45.0,1,7.0,0,52.0,3.0,1.0,4.0,1.0,10.0,0.0,18.0,11.0,3.0,4.0,0,21933.0,False,False,False,False,False,False,False,False,True,False,False
0.0,36.0,1,28.0,1,59.0,3.0,4.0,3.0,1.0,2.0,1.0,17.0,17.0,6.0,2.0,1,26388.0,False,False,False,False,False,False,False,False,False,True,False
0.0,46.0,1,14.0,0,34.0,3.0,1.0,4.0,0.0,6.0,0.0,19.0,19.0,0.0,9.0,0,20562.0,False,False,False,False,False,False,True,False,True,False,False
1.0,33.0,1,10.0,0,81.0,3.0,4.0,3.0,1.0,2.0,0.0,24.0,11.0,2.0,2.0,1,20883.0,False,False,False,False,False,False,True,False,True,False,False
0.0,28.0,0,12.0,0,59.0,3.0,1.0,4.0,0.0,7.0,0.0,24.0,7.0,3.0,3.0,1,18024.0,False,False,False,False,False,False,False,True,False,False,False
1.0,26.0,1,22.0,0,38.0,4.0,2.0,4.0,0.0,2.0,1.0,24.0,2.0,1.0,1.0,2,18413.0,False,True,False,False,True,False,False,True,False,False,False
0.0,34.0,2,11.0,0,43.0,3.0,5.0,3.0,1.0,1.0,1.0,22.0,5.0,2.0,3.0,1,18815.0,False,False,False,False,False,False,False,True,False,False,False
0.0,46.0,0,12.0,1,67.0,4.0,5.0,3.0,1.0,2.0,0.0,19.0,16.0,5.0,13.0,2,21593.0,False,True,False,False,False,False,True,False,True,False,False
0.0,34.0,1,9.0,0,63.0,3.0,4.0,2.0,1.0,0.0,0.0,16.0,3.0,1.0,2.0,1,17661.0,False,False,False,False,False,False,False,True,False,False,False
1.0,33.0,1,7.0,0,34.0,5.0,4.0,1.0,0.0,2.0,0.0,17.0,15.0,6.0,9.0,1,26400.0,False,True,False,False,False,False,False,False,False,True,False
1.0,52.0,2,11.0,0,55.0,5.0,3.0,1.0,1.0,3.0,0.0,21.0,19.0,1.0,4.0,0,26650.0,False,False,False,False,False,False,True,False,False,True,False
0.0,48.0,1,4.0,0,76.0,3.0,1.0,1.0,0.0,8.0,0.0,18.0,18.0,2.0,3.0,1,19420.0,False,False,True,False,False,False,False,True,False,False,False
0.0,47.0,1,3.0,1,65.0,3.0,3.0,2.0,1.0,5.0,0.0,18.0,20.0,0.0,4.0,1,20070.0,False,False,False,False,False,False,False,False,True,False,False
0.0,47.0,2,4.0,1,49.0,3.0,5.0,3.0,1.0,9.0,1.0,17.0,28.0,6.0,13.0,1,28770.0,False,True,False,False,False,False,False,False,False,False,False
0.0,21.0,1,5.0,1,33.0,3.0,2.0,3.0,1.0,2.0,0.0,25.0,3.0,3.0,3.0,0,18783.0,False,True,False,False,False,False,False,True,False,False,False
0.0,39.0,1,6.0,0,44.0,3.0,1.0,1.0,0.0,9.0,1.0,20.0,20.0,1.0,1.0,0,22861.0,False,True,False,False,False,False,True,False,True,False,False
0.0,52.0,1,3.0,1,59.0,4.0,5.0,2.0,0.0,7.0,0.0,20.0,6.0,2.0,2.0,0,18212.0,False,False,False,False,False,False,True,True,False,False,False
0.0,33.0,1,9.0,1,72.0,3.0,4.0,4.0,0.0,1.0,0.0,18.0,8.0,1.0,6.0,2,17756.0,False,False,False,False,False,False,False,True,False,False,False
0.0,37.0,0,6.0,0,54.0,1.5,3.0,3.0,1.0,0.0,0.0,19.0,7.0,1.0,3.0,0,18500.0,False,False,True,False,False,False,False,True,False,False,False
0.0,52.0,1,11.0,0,53.0,4.0,3.0,4.0,0.0,6.0,0.0,22.0,17.0,5.0,8.0,2,28490.0,False,False,False,False,False,False,True,False,False,True,False
0.0,35.0,1,22.0,0,65.0,3.0,2.0,2.0,0.0,1.0,0.0,17.0,4.0,2.0,3.0,1,18661.0,False,False,False,False,False,False,False,True,False,False,False
1.0,36.0,2,5.0,0,59.0,3.0,5.0,1.0,1.0,9.0,1.0,28.0,3.0,0.0,0.0,0,17285.0,False,False,True,False,False,False,False,True,False,False,False
0.0,52.0,1,12.0,0,68.0,3.0,4.0,2.0,0.0,4.0,0.0,29.0,11.0,1.0,4.0,2,18075.0,False,False,False,False,False,False,True,True,False,False,False
0.0,28.0,2,30.0,0,56.0,3.0,4.0,2.0,0.0,1.0,0.0,25.0,6.0,2.0,2.0,2,20342.0,False,True,False,False,True,False,False,False,True,False,False
0.0,28.0,1,8.0,0,44.0,4.0,2.0,2.0,0.0,2.0,1.0,22.0,10.0,1.0,9.0,1,28808.0,False,False,True,False,False,False,False,False,False,True,False
0.0,46.0,1,11.0,0,77.0,3.0,1.0,2.0,1.0,10.0,0.0,20.0,13.0,6.0,9.0,2,19697.0,False,False,False,False,False,True,False,False,True,False,False
0.0,52.0,1,6.0,1,55.0,3.0,4.0,3.0,0.0,3.0,0.0,17.0,16.0,3.0,3.0,1,29116.0,False,False,True,False,False,False,False,False,False,True,False
1.0,35.0,1,5.0,0,56.0,3.0,4.0,5.0,0.0,0.0,1.0,27.0,9.0,4.0,7.0,0,24582.0,False,True,True,False,False,False,False,False,False,True,False
1.0,36.0,0,10.0,0,59.0,4.0,2.0,5.0,1.0,0.0,1.0,27.0,4.0,1.0,2.0,0,17321.0,False,False,False,False,False,False,False,True,False,False,False
1.0,58.5,1,5.0,0,53.0,3.0,5.0,3.0,1.0,5.0,0.0,30.0,8.0,1.0,1.0,0,18479.0,False,False,True,False,False,False,False,True,False,False,False
0.0,43.0,1,5.0,1,56.0,4.0,4.0,2.0,0.0,3.0,0.0,19.0,23.0,6.0,14.5,0,25231.0,False,True,False,False,True,False,False,False,False,True,False
1.0,29.0,0,27.0,0,74.0,4.0,1.0,5.0,0.0,2.0,0.0,18.0,11.0,2.0,10.0,0,24722.0,False,False,True,False,False,False,False,False,False,True,False
0.0,32.0,1,14.0,0,73.0,3.0,3.0,1.0,1.0,2.0,0.0,16.0,8.0,0.0,3.0,1,19403.0,False,True,False,False,False,False,True,False,True,False,False
1.0,51.0,2,3.0,0,53.0,3.0,5.0,3.0,1.0,4.0,1.0,20.0,6.0,1.0,1.0,0,20728.0,False,True,False,False,False,True,False,False,True,False,False
0.0,51.0,1,4.0,1,68.0,3.0,2.0,4.0,0.0,3.0,0.0,23.0,21.0,1.0,0.0,0,28734.0,False,False,False,False,False,False,False,False,False,False,False
0.0,37.0,1,15.0,1,65.0,3.0,2.0,5.0,0.0,1.0,0.0,17.0,18.0,6.0,14.5,1,18034.0,False,False,False,False,False,False,True,True,False,False,False
1.0,45.0,1,6.0,0,61.0,3.0,5.0,5.0,0.0,5.0,0.0,18.0,11.0,2.0,3.0,1,18362.0,False,False,False,False,False,False,True,True,False,False,False
0.0,42.0,2,30.0,1,62.0,3.0,2.0,3.0,0.0,2.0,0.0,16.0,19.0,0.0,2.0,1,19556.0,False,False,False,False,False,False,True,False,True,False,False
0.0,29.0,1,8.0,0,56.0,3.0,4.0,5.0,0.0,1.0,0.0,24.0,7.0,2.0,4.0,0,24463.0,False,True,False,False,False,False,False,False,True,False,False
1.0,35.0,0,19.0,0,57.0,5.0,2.0,5.0,1.0,2.0,1.0,29.0,6.0,4.0,1.0,1,18307.0,False,False,True,False,False,False,False,True,False,False,False
1.0,32.0,1,1.0,0,62.0,4.0,4.0,3.0,0.0,0.0,1.0,19.0,4.0,1.0,3.0,0,18730.0,False,False,False,False,False,False,True,True,False,False,False
0.0,33.0,1,11.0,0,43.0,3.0,3.0,3.0,0.0,1.0,0.0,19.0,10.0,0.0,9.0,0,20487.0,False,True,False,False,True,False,False,False,True,False,False
0.0,30.0,2,5.0,0,46.0,3.0,4.0,1.0,1.0,2.0,0.0,24.0,11.0,1.0,10.0,0,20554.0,False,True,False,False,False,False,True,False,True,False,False
0.0,50.0,1,11.0,0,80.0,4.0,4.0,1.0,0.0,6.0,0.0,20.0,20.0,1.0,3.0,0,25496.0,False,False,True,False,False,False,False,False,False,True,False
0.0,36.0,1,18.0,0,59.0,5.0,5.0,3.0,1.0,1.0,0.0,20.0,3.0,0.0,2.0,1,17305.0,False,False,False,False,False,False,False,True,False,False,False
0.0,43.0,2,11.0,0,68.0,3.0,2.0,2.0,0.0,2.0,0.0,19.0,25.0,6.0,10.0,1,30799.5,False,False,False,False,False,False,True,False,False,False,True
0.0,24.0,0,12.0,1,66.0,2.0,3.0,3.0,1.0,0.0,0.0,23.0,5.0,1.0,3.0,1,19011.0,False,False,False,False,False,True,False,False,True,False,False
1.0,42.0,2,7.0,0,58.0,3.0,4.0,4.0,1.0,2.0,0.0,24.0,9.0,6.0,8.0,0,25355.0,False,True,False,False,True,False,False,False,True,False,False
0.0,31.0,1,6.0,0,56.0,3.0,3.0,2.0,1.0,0.0,1.0,17.0,6.0,0.0,3.0,2,19821.0,False,False,True,False,False,False,False,True,False,False,False
0.0,35.0,2,18.0,0,73.0,3.0,2.0,5.0,1.0,8.0,0.0,20.0,17.0,6.0,10.0,1,30799.5,False,False,False,False,False,False,False,False,False,False,False
0.0,42.0,1,30.0,0,68.0,3.0,2.0,4.0,0.0,1.0,0.0,18.0,10.0,6.0,8.0,2,20160.0,False,False,False,False,False,False,True,False,True,False,False
0.0,35.0,1,28.0,0,49.0,3.0,4.0,3.0,0.0,2.0,0.0,21.0,17.0,0.0,7.0,1,21883.0,False,False,False,False,False,False,True,False,True,False,False
1.0,31.0,2,4.0,1,33.0,3.0,1.0,3.0,0.0,1.0,0.0,17.0,7.0,6.0,3.0,0,19084.0,False,False,False,False,False,False,True,True,False,False,False
0.0,29.0,1,30.0,0,63.0,5.0,3.0,3.0,1.0,8.0,0.0,22.0,9.0,1.0,6.0,1,21384.0,False,False,False,False,False,False,True,False,True,False,False
0.0,38.0,1,11.0,1,76.0,3.0,3.0,3.0,0.0,3.0,0.0,24.0,18.0,0.0,0.0,1,24824.0,False,False,False,False,False,False,False,False,True,False,False
1.0,30.0,1,16.0,0,58.0,4.0,4.0,5.0,1.0,5.0,1.0,21.0,5.0,3.0,1.0,1,18335.0,True,False,False,True,False,False,False,True,False,False,False
1.0,33.0,1,5.0,0,54.0,4.0,3.0,4.0,1.0,8.0,1.0,18.0,8.0,3.0,3.0,0,25907.0,False,True,False,False,True,False,False,False,True,False,False
0.0,41.0,1,8.0,1,43.0,1.5,2.0,3.0,0.0,1.0,0.0,18.0,10.0,0.0,8.0,1,18376.0,False,False,True,False,False,False,False,True,False,False,False
0.0,36.0,1,18.0,0,64.0,4.0,4.0,4.0,0.0,1.0,0.0,26.0,1.0,0.0,0.0,2,17127.0,False,False,False,False,False,True,False,True,False,False,False
0.0,44.0,1,17.0,0,66.0,3.0,5.0,5.0,0.0,7.0,0.0,30.0,23.0,2.0,1.0,1,30799.5,False,False,False,False,False,False,True,False,False,False,False
0.0,36.0,1,3.0,1,73.0,3.0,1.0,4.0,0.0,4.0,1.0,27.0,15.0,0.0,0.0,1,21962.0,False,False,False,False,False,True,False,False,True,False,False
0.0,37.0,0,11.0,0,78.0,4.0,4.0,5.0,1.0,2.0,0.0,20.0,11.0,1.0,10.0,0,23587.0,False,True,False,False,False,False,True,False,False,True,False
0.0,52.0,1,4.0,0,39.0,4.0,5.0,3.0,0.0,2.0,1.0,20.0,28.0,0.0,4.0,2,22969.0,False,False,False,False,False,False,False,False,False,True,False
0.0,55.0,1,9.0,0,68.0,4.0,1.0,1.0,1.0,8.0,0.0,25.0,19.0,0.0,4.0,1,17662.0,False,False,True,False,False,False,False,True,False,False,False
0.0,35.0,1,22.0,1,37.0,4.0,3.0,1.0,1.0,2.0,0.0,18.0,11.0,6.0,3.0,1,18929.0,False,False,False,False,False,False,True,True,False,False,False
0.0,36.0,1,1.0,1,35.0,3.0,4.0,4.0,1.0,0.0,0.0,20.0,10.0,0.0,5.0,2,20228.0,False,False,False,False,False,True,False,False,True,False,False
1.0,31.0,1,17.0,0,70.0,3.0,5.0,3.0,1.0,2.0,0.0,20.0,10.0,0.0,0.0,1,23161.0,False,True,False,False,True,False,False,False,False,True,False
0.0,32.0,0,6.0,0,50.0,3.0,5.0,5.0,1.0,2.0,1.0,19.0,5.0,3.0,3.0,1,19065.0,False,False,False,False,False,False,False,True,False,False,False
1.0,44.0,2,1.0,0,59.0,3.0,4.0,4.0,0.0,1.0,1.0,17.0,6.0,2.0,3.0,1,20160.0,False,False,False,False,False,False,False,True,False,False,False
1.0,28.0,1,6.0,0,50.0,3.0,5.0,3.0,0.0,1.0,1.0,18.0,2.0,2.0,2.0,0,18441.0,False,False,True,False,False,False,False,True,False,False,False
1.0,36.0,2,15.0,0,38.0,3.0,1.0,1.0,0.0,4.0,1.0,30.0,14.0,6.0,8.0,0,20581.0,False,True,False,False,False,True,False,False,True,False,False
0.0,44.0,1,28.0,0,81.0,4.0,3.0,2.0,1.0,6.0,0.0,19.0,19.0,1.0,1.0,1,26798.0,False,True,False,False,False,False,False,False,False,True,False
1.0,36.0,1,3.0,1,69.0,3.0,3.0,5.0,0.0,1.0,1.0,17.0,1.0,0.0,0.0,1,17074.0,False,False,False,False,False,False,True,True,False,False,False
0.0,28.0,2,6.0,1,73.0,2.0,2.0,2.0,0.0,2.0,1.0,26.0,7.0,1.0,5.0,1,20647.0,False,True,False,False,False,False,False,False,True,False,False
0.0,35.0,1,9.0,1,72.0,3.0,1.0,2.0,0.0,1.0,0.0,21.0,3.0,0.0,2.0,2,17572.0,False,True,False,False,False,False,True,True,False,False,False
0.0,46.0,1,1.0,1,62.0,3.0,2.0,5.0,0.0,1.0,0.0,30.0,24.0,6.0,7.0,1,25453.0,False,True,False,False,True,False,False,False,False,True,False
1.0,27.0,2,23.0,1,58.0,4.0,5.0,4.0,1.0,1.0,0.0,17.0,1.0,0.0,0.0,1,17863.0,True,False,False,True,False,False,False,True,False,False,False
1.0,55.0,1,3.0,0,37.0,3.0,2.0,2.0,0.0,4.0,0.0,21.0,12.0,6.0,3.0,0,20160.0,False,True,False,False,False,False,False,False,True,False,False
0.0,44.0,1,9.0,0,52.0,4.0,4.0,2.0,1.0,5.0,1.0,20.0,22.0,1.0,1.0,1,30799.5,False,False,False,False,False,True,False,False,False,False,False
1.0,28.0,1,3.0,0,46.0,3.0,2.0,3.0,0.0,6.0,0.0,22.0,5.0,2.0,1.0,0,19382.0,False,False,False,False,False,False,False,True,False,False,False
1.0,44.0,1,11.0,0,66.0,3.0,2.0,3.0,1.0,1.0,1.0,16.0,6.0,0.0,2.0,0,17936.0,False,False,False,False,False,False,True,True,False,False,False
1.0,33.0,1,6.0,1,34.0,3.0,5.0,3.0,1.0,1.0,1.0,18.0,1.0,0.0,0.0,0,17851.0,False,True,False,False,True,False,False,True,False,False,False
0.0,34.0,1,20.0,1,35.0,4.0,2.0,1.0,1.0,1.0,0.0,17.0,10.0,6.0,7.0,1,17929.0,False,False,False,False,False,False,True,True,False,False,False
0.0,36.0,2,6.0,0,67.0,3.0,5.0,3.0,0.0,4.0,0.0,22.0,8.0,2.0,0.0,1,17093.0,False,False,False,False,False,True,False,True,False,False,False
0.0,35.0,1,10.0,0,67.0,4.0,5.0,4.0,0.0,9.0,0.0,24.0,10.0,0.0,0.0,0,21540.0,False,False,False,False,False,False,True,False,True,False,False
0.0,55.0,2,14.0,1,59.0,3.0,1.0,1.0,0.0,4.0,0.0,26.0,27.0,2.0,13.0,1,30799.5,False,False,False,False,False,False,False,False,False,False,False
0.0,19.0,1,26.0,1,57.0,1.5,1.0,2.0,0.0,1.0,1.0,17.0,1.0,0.0,1.0,0,17994.0,False,False,False,False,False,False,True,True,False,False,False
1.0,43.0,2,18.0,0,59.0,4.0,5.0,3.0,0.0,9.0,1.0,21.0,6.0,0.0,0.0,1,17437.0,False,False,True,False,False,False,False,True,False,False,False
0.0,41.0,1,29.0,1,60.0,4.0,5.0,4.0,1.0,0.0,0.0,28.0,21.0,0.0,10.0,1,28570.0,False,False,False,False,False,False,True,False,False,False,False
0.0,31.0,1,3.0,1,59.0,5.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,0.0,0.0,1,16129.0,False,False,False,False,False,False,False,True,False,False,False
0.0,29.0,1,20.0,0,34.0,3.0,4.0,2.0,0.0,4.0,0.0,17.0,8.0,1.0,2.0,1,19262.0,False,False,True,False,False,False,False,False,True,False,False
0.0,40.0,2,3.0,0,62.0,3.0,1.0,4.0,1.0,5.0,0.0,17.0,5.0,0.0,0.0,1,19327.0,False,True,False,False,False,False,False,False,True,False,False
0.0,35.0,0,3.0,1,61.0,3.0,3.0,5.0,0.0,2.0,0.0,16.0,16.0,0.0,0.0,1,20093.0,False,False,False,False,False,False,True,False,True,False,False
1.0,36.0,2,1.0,1,59.0,5.0,4.0,5.0,1.0,0.0,0.0,26.0,1.0,0.0,0.0,0,17325.0,False,True,True,False,False,False,False,True,False,False,False
0.0,36.0,1,13.0,0,47.0,3.0,5.0,2.0,0.0,2.0,0.0,26.0,4.0,2.0,3.0,1,19917.0,False,False,False,False,False,True,False,True,False,False,False
0.0,39.0,1,5.0,1,33.0,3.0,2.0,5.0,0.0,4.0,0.0,20.0,12.0,2.0,8.0,1,22893.0,False,True,False,False,False,False,True,False,True,False,False
1.0,35.0,2,19.0,1,67.0,3.0,5.0,3.0,0.0,0.0,1.0,23.0,5.0,3.0,2.0,2,19614.0,False,True,False,False,True,False,False,False,True,False,False
1.0,26.0,1,17.0,0,59.0,3.0,2.0,4.0,1.0,2.0,1.0,18.0,5.0,0.0,2.0,1,17373.0,False,False,False,False,False,False,False,True,False,False,False
0.0,41.0,1,4.0,1,54.0,3.0,5.0,1.0,1.0,5.0,0.0,23.0,13.0,1.0,4.0,1,22513.0,False,False,False,False,False,False,True,False,True,False,False
1.0,29.0,1,9.0,1,71.0,4.0,3.0,4.0,1.0,5.0,0.0,21.0,6.0,1.0,1.0,1,17546.0,False,False,True,False,False,False,False,True,False,False,False
0.0,37.0,0,1.0,1,80.0,3.0,5.0,1.0,1.0,2.0,1.0,23.0,15.0,0.0,2.0,1,28603.0,False,False,False,False,False,False,False,False,False,True,False
0.0,25.0,1,12.0,0,64.0,1.5,3.0,3.0,0.0,2.0,0.0,22.0,6.0,1.0,5.0,1,20401.0,False,False,False,False,False,False,False,True,False,False,False
1.0,25.0,2,12.0,0,61.0,3.0,3.0,5.0,1.0,3.0,1.0,17.0,5.0,1.0,1.0,0,19172.0,False,False,False,False,False,False,False,True,False,False,False
0.0,37.0,1,5.0,0,72.0,3.0,3.0,1.0,0.0,4.0,1.0,27.0,8.0,2.0,3.0,0,18644.0,False,True,False,False,False,False,True,True,False,False,False
0.0,42.0,1,3.0,1,51.0,3.0,3.0,1.0,1.0,1.0,0.0,18.0,10.0,2.0,3.0,1,19089.0,False,False,False,False,False,False,True,False,True,False,False
0.0,37.0,1,20.0,0,73.0,3.0,5.0,4.0,0.0,4.0,0.0,26.0,8.0,0.0,0.0,2,18022.0,False,False,False,False,False,False,True,True,False,False,False
0.0,33.0,2,11.0,0,46.0,4.0,3.0,1.0,1.0,3.0,0.0,19.0,9.0,0.0,1.0,0,19682.0,False,True,False,False,True,False,False,False,True,False,False
0.0,39.0,2,6.0,0,46.0,3.0,2.0,3.0,0.0,4.0,0.0,22.0,9.0,3.0,3.0,1,18821.0,False,False,False,False,False,True,False,True,False,False,False
0.0,39.0,2,9.0,1,48.0,3.0,2.0,3.0,1.0,1.0,0.0,16.0,8.0,0.0,3.0,2,18755.0,False,False,False,False,False,False,True,True,False,False,False
0.0,47.0,2,5.0,0,59.0,3.0,5.0,3.0,1.0,3.0,0.0,24.0,5.0,0.0,0.0,0,17976.0,False,True,False,False,False,False,False,False,True,False,False
0.0,36.0,2,4.0,0,30.0,3.0,3.0,4.0,0.0,4.0,0.0,17.0,13.0,6.0,2.0,0,17088.0,False,False,False,False,False,False,False,True,False,False,False
0.0,29.0,1,3.0,0,56.0,3.0,1.0,5.0,1.0,3.0,0.0,17.0,6.0,2.0,3.0,0,18080.0,False,False,True,False,False,False,False,True,False,False,False
0.0,27.0,1,9.0,1,56.0,3.0,3.0,4.0,1.0,1.0,0.0,23.0,9.0,0.0,7.0,1,21214.0,False,True,False,False,True,False,False,False,True,False,False
1.0,56.0,1,9.0,0,67.0,3.0,2.0,1.0,0.0,1.0,0.0,21.0,5.0,1.0,0.0,0,17587.0,False,False,False,False,False,False,True,True,False,False,False
0.0,46.0,1,13.0,0,71.0,3.0,5.0,1.0,0.0,4.0,0.0,27.0,9.0,1.0,3.0,1,18654.0,False,False,False,False,False,False,True,True,False,False,False
0.0,27.0,2,3.0,1,56.0,3.0,2.0,4.0,1.0,2.0,0.0,26.0,7.0,2.0,5.0,1,22397.0,False,False,False,False,False,False,True,False,True,False,False
0.0,41.0,2,3.0,0,80.0,4.0,4.0,4.0,0.0,2.0,0.0,28.0,23.0,6.0,12.0,1,29503.0,False,False,False,False,False,False,True,False,False,False,False
